,Image,Review Text
2367,"['https://images-na.ssl-images-amazon.com/images/I/81MavWPwfiL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81mrnEDgkjL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81QxZTIdkmL._SY88.jpg']","The quality of this bass trap is amazing. I record all kinds of music and when mastering a song with heavy bass leads I need to hear it as clearly as possible. This works perfectly. I have trouble hearing someone speaking on the other side of the room. I may have over done it, but the room is so muffed from any sound its almost erie... Well worth the money! By the way, when I'm not recording I use this room to play Xbox One on. The bass is so crisp and clear. Its better then a movie theater!"
63,"['https://images-na.ssl-images-amazon.com/images/I/61MudUdBqEL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61MudUdBqEL._SY88.jpg']","iT WOULD BE EASY TO BLAME THE GUITAR BUT sOME OF MY FELLOW MUSIANS HAVE TRIED IT WITH THERE GUITAR ANS SAME THING.. MOST PRO-NOUNCED ON THE HIGHEST STRINGS.. ALL THE STRINGS HAVE THE SAME VOLUME OR DYNAMICS. WHETHER I PLAY MY 335 OR MY SOUTHWESTERN. ACOUSTIC. THIS IS IMPORTANT TO ME AS I BUSK SOLO.
  NOW THE GOOD NEWS, NOTHING ELSE TO COMPLANE ABOUT, MAYBE BATTERY LIFR.  I ALSO OWN THE STREET CUBE WITH TWO SPEAKERS,UMPTEEN EFFECTS.BATTERY LASTS ABOUT 3 TIMES LONG.
  PIEZO'S ARE FINICKY. I AM GLAD I BOUGHT THIS BECAUSE ON A WHIM, I CAN GO TO THE BEACH AND WITH THE SOUND OF THE OCEAN COVERING MY COMPLAIN IT SOUNDS GREAT. oN A WHIM, i UPHOSTERED THE CUBE WITH LEAPORD SKIN THICK CLOTH.. SURE DOES GET MANY COMPLIMENTS ON  WHICH GIVES ME A BREAK FROM PLAYING!"
791,"['https://images-na.ssl-images-amazon.com/images/I/71z6PNpfxtL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81tiY15scsL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71naT2OeRJL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/610SkZld0oL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71wdiJXGKLL._SY88.jpg']","Great item, I installed it with no problems, I ordered together with the Shure A26X 3 Inch extension,following the recommendations of one reviewer here on Amazon, I'm glad I did, my Keyboard it's the Yamaha PSR S900, which has built in speakers and makes the keyboard ""thicker/Higher"" than a regular keyboard so the extension it's definitely needed. I also order the OnStage Boom stand arm, everything works great I also ordered[To arrive Thursday] the quick clip extension just to make it easier to remove."
2025,"['https://images-na.ssl-images-amazon.com/images/I/81bqW4PrQlL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71HpOcw8EGL._SY88.jpg']","I starting giving away my other stands after buying 4 of these 6 mos ago - lightweight yet sturdy, stylish and stable.  I'll be picking up 4 more soon.  Based on the build and style of these I also picked up a pair if ID speaker stands and sub poles, which are indestructible!  The Frameworks ID line has my vote!! Here's a few pics from the 2016  GABF festival in Denver..."
78,['https://images-na.ssl-images-amazon.com/images/I/51in76p+bFL._SY88.jpg'],"These pedals are great!! A friend of mine said I should buy other pedals because these pedals aren't manufactured by a very known brand name but I went with my own judgement and I was not disappointed with them. I have increased my speed a lot since I've gotten em and I can pedal songs like ""All Nightmare Long"" and ""Beast and the Harlot"" now  =]  great pedals. BUT, it takes time to develop speed so don't think the pedals suck just because you barely get em and you can't go all Jason Costa on em"
3564,['https://images-na.ssl-images-amazon.com/images/I/812kip+yzQL._SY88.jpg'],I bought 2 sets. 4 speakers total. These thing rock. Clean sound. And very loud. Love them. Will be buying more.
3341,['https://images-na.ssl-images-amazon.com/images/I/81-iLjXrgSL._SY88.jpg'],"I recently got a used, but excellent, Epiphone Junior.  I've been playing for over fifty years and owned many -- many quite fine, costly, guitars. But as others have discovered, these older, P90-equipped Epis belie their cost. They play and sound GREAT.  With one exception: They come with pretty poor tuners.

A guitar forum friend had suggested these Grovers and I'm glad I listened. They are quality pieces that, apart from the mounting screw placement, are complete ""drop ins.""

Fairly priced here on Amazon.  I could not be more pleased!"
96,['https://images-na.ssl-images-amazon.com/images/I/714VON54nEL._SY88.jpg'],"YEP it's legendary,It's portable as,it's LOUD ENOUGH!,It looks bloody cool,and you get ya friend (or whatever),to open and close it,and it sounds like a Wah Wah!,it's Not a clean sound,it's a really nice valvey overdrive,it's good for vocals!,and especially a superlux micand a Hohner accordion and PERFECTION!,it's not really a metal sound,but running a little Vox mini amp thing,and it'll sound ok,but it's best with just a lead and guitar,a classic for sure!,hook it up to a PA system,or use as a pre amp,you got guitar heaven!,You could EASILY go ""Metal+"",but I still love the original sound,just a volume knob!,and a lot of value for what you're paying!,these don't trade on they're name,it's a quality time proven amp that I had back in 82',and now?,I just got the great 30HOG,awesome little(big)Amp/PA,& the Absolutely Awesome Pignose guitar,yes,with the speaker and THAT SOUND,It's made by people that understand musicians for sure,simple and punches way above it's weight!,why turn the $6000 ""boutique""amp on when ya got better by just pulling on the Pignose and wailing away?,Literally!,no leads(but 2!,if you want!),and you got the sound you need! thanx guys!,love All three!!!"
2626,['https://images-na.ssl-images-amazon.com/images/I/61ddoDogbzL._SY88.jpg'],"Works as advertised (I'm sure along with the other 5 or 6 brands out there that are the exact same one- see pic it's the one they shipped). Only thing I'd say is pay attention to your current- everything worked fine except my wireless (line 6). It'd power up but then go dark. Turns out it was plugged into a 100ma port. It needs upwards of 300+ma. Plugged into the correct port and it was fine. So far no issues after about 6 or 7 gigs. I'm surprised because it's priced so cheap. Comes with all the barrel (power) cords (Not the 1/4"" cords). Can't go wrong for under $40."
3385,"['https://images-na.ssl-images-amazon.com/images/I/61dCiWz+NnL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71RK15c6L0L._SY88.jpg']",I love these. They look awesome and the oblong shape really helps keep the strap on. I did have to use my previous screws because the ones they came with were just a bit too small. I don't mind the black screws since my new knobs are black and gold.
2771,"['https://images-na.ssl-images-amazon.com/images/I/71RMkKtZ-VL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71Y44iSJmsL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81zndAgEwmL._SY88.jpg']",I am wanting to replace the stock single coil neck pickup in my 2016 Squier Affinity with a humbucker. This should do just fine. The mounting screws match up perfectly. Cheers!
1634,['https://images-na.ssl-images-amazon.com/images/I/81UGDWeAMLL._SY88.jpg'],Works easy to set up
3509,['https://images-na.ssl-images-amazon.com/images/I/81niY3aMBhL._SY88.jpg'],This is a decent case for 100 bucks. I've owned mine approx 1.5 yrs but have not used for gigging until recently. There are 3 hinges that work fairly well. Surprisingly the carring handle has broken off and the humidifier is a B!*Ch to remove so I use a sound hole humidifier.
3572,['https://images-na.ssl-images-amazon.com/images/I/71hFHWywt9L._SY88.jpg'],"They work as advertised,chords and notes are loud and clear without the interference of other strings vibrating...Wow!! Want a set for my 6-strings as well."
3461,"['https://images-na.ssl-images-amazon.com/images/I/71-yO0i3hDL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71yF6+Bq4DL._SY88.jpg']",I have a 1986 Peavey Patriot made in the usa guitar. It had one cheap string tree that wasn't a roller. These work great! Make sure to drill the holes for any of these trees you are going to install. The included screw cannot handle the pressure of screwing it in. I will add pictures soon. You won't be disappointed. They add incredible sustain to my guitar!
447,['https://images-na.ssl-images-amazon.com/images/I/81yslE70eJL._SY88.jpg'],It's a bit wonky but does the job
1985,"['https://images-na.ssl-images-amazon.com/images/I/61+fZWPVVFL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/612sJaxWUEL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61PuzqQQfCL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71sALC2HoOL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71LsL0xPLLL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71uCK+LBsVL._SY88.jpg']",Pretty simple perfect fit a little thicker than the original used it for a vintage modified 70s squire strat to give it an even more classic look. It was very easy to put on just watch a youtube video youll be fine. The black backplate adds a nice touch i have silver and black hardware so that worked out. I felt that the screws they gave me weren't as good as my originals. I did not use them. I think this product is a bit overpriced but thats probably because its laser etched. Adds a nice touch without seeming like you are trying to pass your guitar off for something more expensive. Here are some pictures.
1673,['https://images-na.ssl-images-amazon.com/images/I/817RKncN-bL._SY88.jpg'],"In theory this is a great pedal but they are notorious for having problems freezing up. Mine is basically a paper weight right now. It has to go to a service center to be reset. From everything I've read on forums, odds are that it will probably freeze up again after being repaired. Hopefully not but I'm not feeling very optimistic. When / if TC gets the software to be more stable then this would be a fantastic product but until that happens I can't recommend it."
2487,['https://images-na.ssl-images-amazon.com/images/I/515G-u3MTUL._SY88.jpg'],"Don't care what anyone says, these things are great. I've completely upgraded my lighting with just two of these. Nice and bright, easy to setup master and slave and very durable if treated with care and properly stored/transported."
2725,"['https://images-na.ssl-images-amazon.com/images/I/610tA4v87ML._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71f8wh9JwoL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61Go7YVUqUL._SY88.jpg']","A great product if you need to connect a guitar to a computer or other USB compatible recording device. The cord is incredibly well made. I would say this is for home-use or hobby recording. It would be wonderful to be used to save song ideas or songs in the making. The connections work just fine and are well made. The cord is nice and long so it's comfortable to sit or stand and play and not feel too attached to a computer. The connection points are nice and sturdy so they won't break. If you are in the market for one of these types of guitar cables, I do recommend this one.

Disclaimer: I received this product for free in exchange for my honest and unbiased review."
227,['https://images-na.ssl-images-amazon.com/images/I/816gxgqjhnL._SY88.jpg'],"See my review of the Art Pro VLA II which includes  the 355, both Great !"
2983,['https://images-na.ssl-images-amazon.com/images/I/810onrz-lPL._SY88.jpg'],Worked perfect for what I needed them for!!!!
3343,['https://images-na.ssl-images-amazon.com/images/I/81ilgwsNnBL._SY88.jpg'],"This strap is advertised for a mandolin, but I put it on my ukulele. I found guitar straps (usually 2 inches wide) and even dedicated ukulele straps (usually 1.5 inches wide) to be too bulky and uncomfortable. This strap is only 3/8"" inch wide, but my ukulele is so lightweight that I really don't need anything wider and a narrower strap doesn't get in the way of my arms and hands. Installing this strap without removing my ukulele strings took some effort. I had to unthread the strap loop (which is really much tighter than it needs to be), then thread the strap end under my ukulele strings, then thread it back through the strap loop (which is still much tighter than it needs to be). The plastic buckle in the middle of the strap is not removable, so you need to thread that through strap loop and it is a real tight fit. Once installed, the strap works great. The thin soft-ish cotton is more comfortable on my shoulder than thick leather or stiff nylon strap and it doesn't seem to scratch my ukulele wood at all."
785,"['https://images-na.ssl-images-amazon.com/images/I/71JxJaom1sL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71iuZKgdEpL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71OdMiF+7EL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71CNDN8U42L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81vUO5eogPL._SY88.jpg']","Great quality patch cables!

I wanted something other than those cheap blue, green, red and yellow patch cables because I didn't want to replace the cables on my pedal board several times a year.

I purchased these because they had excellent reviews and I'd like to add to those because they are great cables, well built, feel sturdy and have a great quality feel. I get great tones from my pedals and amp and they were the perfect link for me. If you're on the fence about the Hosa CPE-118, go for it, you will be happy with them!"
152,['https://images-na.ssl-images-amazon.com/images/I/51Eu+ld+CZL._SY88.jpg'],"I got these because I hate changing strings on a floating tremolo any more than I absolutely have to.... at first I thought I may have made a mistake because the tone was all off (super bright sounding on first installation).... played for a half hour and retuned, sounded better. Played for another half hour and retuned, sounded even better. Played for another few hours and they sound fantastic. Will update after I get a hundred hours on them (about 50 days from now). Will say that they handle bends very well and dive bombing deep on the trem hasn't hurt them yet.... VERY IMPRESSED"
663,"['https://images-na.ssl-images-amazon.com/images/I/517yogTyCOL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41O8hUj47GL._SY88.jpg']","Nicely made, very secure, very plush on the inside.  And a bit heavy, but it keeps the guitar safe from my klutzy self.

I originally ordered this case for my Luna Safari Muse Nylon guitar; it's a bit roomy for the Luna but a little bit of padding on the bout end of the case makes the Safari more secure.  I bought a Cordoba Cadete 3/4 guitar shortly after ordering the case, and the Cadete fits like the case was made for it - no movement at all in the case."
2437,['https://images-na.ssl-images-amazon.com/images/I/61olKubLUYL._SY88.jpg'],"For the price, this is awesome. The heel is larger than a standard Fender neck. If you're building the body, just make a template off the neck itself. The nut is cheap plastic. Buzz at high E 5th fret was fixed just by tapping lightly on the fret with a small hammer. Fret ends are sharp but not dangerous. Not too fat, nor thin. Truss rod turned free and easy.
Will be getting the rosewood finger board next."
3184,['https://images-na.ssl-images-amazon.com/images/I/71S2WAni17L._SY88.jpg'],I used this on a custom bass build and it worked great!
2478,['https://images-na.ssl-images-amazon.com/images/I/919pFQnUoDL._SY88.jpg'],"The Pedaltrain is a bit pricey, but it keeps everything well organized and I have room for a few more pedals. I don't gig, but the board is solid and light, and the soft case seems sturdy enough for someone who will travel with their pedals. I purchased industrial strength velcro to mount my pedals, and i mounted my Donner power supply to the bottom of the board using velcro with no issues. Overall, I'm happy with the purchase, and my wife is happy that the area in front of my amp is no longer a rat's nest of cables and daisy chained pedals."
1054,"['https://images-na.ssl-images-amazon.com/images/I/71U91hxex1L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71Sb1lOFdqL._SY88.jpg']","VERSATILITY/MULTIPLAYER MIC-RECORDER

I love my Zoom h4n! It is great! for the longest time I used it as a mic and then I also used it as a audio interface and I started to record tracks! the technology on this thing is top notch!  Great for practicing, vlogging, and taking notes....I still use it as my main mic with my camera... see attached picture for my set up!

Sound clarity is unbelievable! and price is always changing and going on sale too! Zoom has some great product, but this one stands on top!"
1857,['https://images-na.ssl-images-amazon.com/images/I/61er7umdSJL._SY88.jpg'],"It's built solidly but the tolerances and alignment of the various holes leave a lot to be desired, you have to be somewhat forceful in a few instances in order to get it to stay together straight. Once that was taken care of, there's really nothing to complain about, the unit is reasonably sturdy (don't jump on it, but it will hold your instruments no problem) and it's working very well for me. How well? Look at the picture!"
3472,['https://images-na.ssl-images-amazon.com/images/I/71rCRw4htWL._SY88.jpg'],"The paint job on this control plate is terrible, the paint is uneven and it even have ""bubble"" like sections.
I cannot recommend this product."
1915,"['https://images-na.ssl-images-amazon.com/images/I/71DlsbDx3PL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71TUC+clnEL._SY88.jpg']","I was really looking forward to using this keyboard due to it having all of the features that I needed at it's particular price point. When I opened it up, it didn't even come in it's own box. It's box was just the shipping box. Immediately after taking it out of the box, I heard this rattle as if something was loose inside and it fell through the entire keyboard  like a rain stick. I checked out all of the keys individually and they all worked except for a C# on the lowest octave.

I don't know if it was the fault of Nektar,  AudioDeluxe or UPS but I just can't really recommend this keyboard the way I had received it."
214,"['https://images-na.ssl-images-amazon.com/images/I/61rtf1m0nhL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51LNsLq-G9L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51zH-PdkBlL._SY88.jpg']","I just wanted to say that the Fender Vintage Noiseless Pickups were a great upgrade to my 2012 Fender Standard Stratocaster.  They provide a much cleaner, bell-like tone compared to the factory-fitted pickups.  The factory pickups are actually great for gritty blues and rock, but my playing is mostly clean, so I prefer the sound of the Vintage Noiseless.  Also, the package I got had the updated wiring diagram (correct!) - the only issue is that is didn't show how to connect the output jack hot wire, but it is shown on the wiring diagram from Fender's website (for the American Deluxe Stratocaster).  I installed the new pots, capacitors, resistor that came in the package and this gave me the cleanest, brightest tone.  If you want a warmer tone, you can probably skip doing this."
655,"['https://images-na.ssl-images-amazon.com/images/I/61clqkZnKxL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61NeE5N1eQL._SY88.jpg']","Now all I have to do is install these on my Burswood Strat Copy. I know I'm gonna have to drill holes for the locating pins I may even have to drill the tuner holes also. Look forward to getting those crappy, loose, un-smooth, original hardware tuners off this thing.

July 20, 2012:
  Just installed these Fender locking tuners on my Strat. Didn't have to drill the tuner holes, they were the perfect size. Placed all the tuners in the headstock lined them up with a straight edge and just pressed each tuner very firmly into their hole (with the locking part screwed in tight so as not to damage them) and  very lightly and carefully tapped them with a small rubber mallet to mark my drill points. Then with a small magnifying glass and using a punch I made a center punch mark (just using pressure by hand with the punch since wood is soft) on each indent that the tuner made. Set my drill depth with a piece of tape on the drill and was done in less than 15 minutes."
3491,['https://images-na.ssl-images-amazon.com/images/I/71-lj95RlQL._SY88.jpg'],"Actually surprised. I originally intended to use this as a low gain type pedal but when I unintentionally cascades this into my Rat 2 pedal, a magical thing happened. This guy opened up the mids in the rat pedal. I am running the rat at 18volts with excellent results. This drive pedal is set at gain 2 and cascading into the rat pedal. Excellent! Immediately earning a prized spot on my board."
1089,['https://images-na.ssl-images-amazon.com/images/I/51jlGECZ5oL._SY88.jpg'],"My stand came in and it was larger than I expected!! However, I like its features. It can expand to 4 different wide settings. It's perfect and very strong for my bass. Thanks!"
2433,"['https://images-na.ssl-images-amazon.com/images/I/71GCTkfXsnL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81OKJ3F6wyL._SY88.jpg']","This product so far has been absolutely stunning. I believe that it most definitely CAN be used for professional soundtracks and music. But duh, FL Studio is for the super duper professionals, blah, blah, blah. I use it for my YouTube channel it's been nothing but wonders for me! It's funny because when I first received the item, I SUCKED at doing anything on this software. Then, five days later of experience and watching about two videos on this, I felt like a confident pro! If you're frustrated at first with the software then don't fret. You're not the only one, and you'll get the hang of it."
558,['https://images-na.ssl-images-amazon.com/images/I/71D-GVuQiHL._SY88.jpg'],"I Purchased this unit primarily for sweetening up a violin pickup and an acoustic guitar with an LR Baggs pickup. I'm highly impressed with the improvement in the acoustic guitars tone and character. The parametric equalizer is fantastic for dialing in perfect tone. The unit is dead quiet, the only noise noted was when I tightened up the bandwidth and boosted level into the upper 3rd of its range on the parametric eq. In microphone applications the unit performs equally well and the low cut worked great for reduction of handling noise. This is a fantastic tool at a bargain price. I own an ART tube MP preamp also and this unit is definitely a solid step up from the MP. Thanks to Behringer for making great quality affordable products for musicians on a budget. The only knock I can come up with at this point is that the manual is extremely basic and if you're a new user of mic pre's you're kind of on your own. It would be nice if they had included some application recommendations for basic settings,"
1582,['https://images-na.ssl-images-amazon.com/images/I/71+FjBxnOhL._SY88.jpg'],"I love everything Aguilar does, this tlc really makes the difference. Love it"
2926,"['https://images-na.ssl-images-amazon.com/images/I/81cMWvAFHNL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81N087yDC0L._SY88.jpg']",These really tidy up my practice board. I like the little donner pedals and these chain them nicely. I do Velcro them down so at some point Ill have to deal with taking stuff apart but.... oh well.
1963,['https://images-na.ssl-images-amazon.com/images/I/719YZgjU2XL._SY88.jpg'],"Items work, but the description doesn't match the product. These are not RGBW Led, they were instead RGB."
2495,"['https://images-na.ssl-images-amazon.com/images/I/71lVXeX4SwL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71HJz49VJ7L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71lVXeX4SwL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71HJz49VJ7L._SY88.jpg']","This is now the second pop filter I have purchased of this brand, and there has been one significant upgrade that I am jealous that my previous purchase of item didn't have. I have been setting up two separate recording PC's at home, and my son wanted a similar setup as I had. The first filter I had purchased still works and I liked its ease of use. I was pleasantly surprised to see the one thing I disliked about mine had been changed.
It now has a branded logo or name on the face plastic surrounding the mesh screen. It's a little thing, but the simple addition of it makes for a cleaner Item. I would have liked to have seen a different mounting solution for mounting it to a mic setup, as the current thumb screw is just a bit too short to mount to the boom arm spindle on which my mics shock mount attaches to. Overall, this filter is serving its purpose well."
1689,"['https://images-na.ssl-images-amazon.com/images/I/61hVO1ESn-L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61R-58tHwaL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61tUau6f+BL._SY88.jpg']","This foam windscreens are a little bit smaller than I had hoped. They will fit most microphones, but unfortunately my Blue Yeti is too large to comfortably fit these covers on. Even after stretching the foam and muscling it on, the foam still leaves a bit of the microphone's mesh uncovered. I'll attach some photos of how these windscreens fit different types of microphones."
3126,['https://images-na.ssl-images-amazon.com/images/I/81uwyM9OccL._SY88.jpg'],I put a 10 splash cymbal on this cymbal arm. Works great! I would suggest putting a small piece of rubber under the metal clamp. The one that comes attached is thin and doesnt protect from metal to metal contact.
401,['https://images-na.ssl-images-amazon.com/images/I/719w+fpX7dL._SY88.jpg'],"These fit my Schaller strap lock equipped straps perfectly.  Nice chrome coating.  The supplied screws looked a little thin, so I mounted the strap buttons with stainless steel #6 screws.  I'd buy these again for my next project."
814,['https://images-na.ssl-images-amazon.com/images/I/816YDIFW9aL._SY88.jpg'],"Great picks, the best holding pick ever, more of a medium flex."
1471,['https://images-na.ssl-images-amazon.com/images/I/41TR04F1FhL._SY88.jpg'],"The first one of these I used, did not work at all. After troubleshooting, I solder out the tone control and switched it for the volume pot that seemed to be shorted out perhaps from too much heat from the ground soldering on the back from the factory. Everything worked but there was still hum that I eliminated by running it through an effects pedal. The second one worked but had overwhelming static and hum, but it was cheap. I wired bypassing the controls, plugged it into a separate volume pedal and into an amp. It works fine now but with a little hum. I may still use these in the future because they are very inexpensive. I would use a better and more expensive pickups on better quality guitars. In the future, for one of my inexpensive projects, I would probably just order the pickup without the wiring harness and controls. But, rethinking, even buying an output jack and a bit of shielded cable at Radio Shack would have been more expensive in the end. You can't beat the price."
3222,['https://images-na.ssl-images-amazon.com/images/I/71+fQSUL1JL._SY88.jpg'],"Like these a lot. Easy install. Be sure to go to graphtech website and follow their instructions on how to check which model fits in your bridge, pro tip: glossy finishes can help you see the bottom side of your bridge without taking it off or using a little specialty mirror tool. Did I mention the things look damn sexy?"
2593,"['https://images-na.ssl-images-amazon.com/images/I/51wLK3-qqqL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51EvSYr08iL._SY88.jpg']","Great replacement. 3 ply and made very well. As good as the Fender parts. NOTE: This is for the made in Mexico (MIM) or Fender American Standard Stratocaster. Please read all the specs on the website description. See a lot of people complaining it doesn't fit their Strat. Well it's because it wasn't made for their model. This will NOT fit a Squier or Roadhouse, Deluxe. Do your homework and you won't land up with the wrong pickguard."
2171,['https://images-na.ssl-images-amazon.com/images/I/71Gp8gD8x4L._SY88.jpg'],great item for holding all those guitars
3611,['https://images-na.ssl-images-amazon.com/images/I/71BlFevNdJL._SY88.jpg'],I bought a used MIM strat that came with a black pick guard and creamish colored pickups. The guitar was great but the pick guard wasn't my style. I put this on and now I love the look of this guitar. Highly recommend.
1876,['https://images-na.ssl-images-amazon.com/images/I/71ygwKEkM+L._SY88.jpg'],"I have nothing bad to say about this stand. It works and it gets the job done. I use it at home,  and I have placed it in a corner of the room with 3 electric guitars, one acoustic, and one bass.

The instructions were just a picture but I got it assembled in less than 10 minutes. Really easy to do.

Great multi guitar rack/stand for the price. I definitely recommend."
2118,"['https://images-na.ssl-images-amazon.com/images/I/71tD0Sdpx5L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71xb2XvBfQL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71peJmwZgOL._SY88.jpg']",Excellent quality for both the stand and the bag.  I take it to every gig!
1737,"['https://images-na.ssl-images-amazon.com/images/I/71Ym2fWFzbL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81vCDw+FSqL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71et3RiPB0L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/716AkwPzvqL._SY88.jpg']","Amazon's product states that this shock mount fits 43 to 50mm diameter mics. It does not. It will not even fit my MXL V69XM which specs out at 47 mm diameter. See the photos ... it does not fit even with a white-knuckle effort to open the jaws. I ordered three through Amazon and none of them came in a Neewer box that was shown. Grossly under-size!
I was able to reach into the inside of the shock and stretch the band open more. Was able to save 2 of 3 shocks. The third one can be seen in the attached photo with an insulator that was cut too short and was rusting inside. This one is going back."
2184,"['https://images-na.ssl-images-amazon.com/images/I/71yMuYoFPqL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/611SImk3r3L._SY88.jpg']","Has a great sound to it, a really wonderful tone. I would highly recommend it over any other phaser in the same price range and maybe double its price range, nothing can touch it in terms of its sonic quality, and it's a great bargain for the money. No hum and coloring of tone. Built like a tank and has a small foot print on your board. Sounds very close to the MXR Phase 90, just a bit more suttle and a lot smaller. I was a little worried after I ordered the pedal. Being used to a Mutron Bi-Phase, I didn't know how the Donner would perform. BOY, was I surprised. Not only could I get that Van Halen phase sound, I also got a great classic Alabama, Waylon sound too. It is built rugged and simple. Who could ask for more."
1628,"['https://images-na.ssl-images-amazon.com/images/I/71-svMfrndL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61SZwhc3ZzL._SY88.jpg']","Its a bit taller than I needed, in the neck area, but its not an issue once you fill the pockets. I put my music stand in the pocket by the neck.
I took off one star because the bigger pockets aren't quite big enough to hold my fast track instruction books, which aren't much bigger than the book currently in the pocket, but I just put them behind my guitar."
2214,['https://images-na.ssl-images-amazon.com/images/I/71uA5QNLEpL._SY88.jpg'],"The metal G is wound and wrapped in plastic to keep it separate.  Great sound, but admittedly I haven't tried any other brand."
1025,['https://images-na.ssl-images-amazon.com/images/I/71Rt7maUSmL._SY88.jpg'],"Very happy with this baritone ukulele. I have been wanting to try one since I also play guitar. There was a little buzzing but raising the bridge a tiny bit solved the problem. Also upgraded the tuners just because I had some nice silver ones on hand. .  The sound on this uke is wonderful. Can't go wrong with this beauty.
."
1722,"['https://images-na.ssl-images-amazon.com/images/I/51d+CmzVPiL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51pdLFOP7TL._SY88.jpg']","This is a great, sturdy stand.  I'm using it for a classical and a flamenco guitar, and they are very secure in the stand.  It's also easy to lift either guitar out without banging one into the other even while seated.  I've also set a concert ukulele in the double stand with no problem.

It's not really portable, so best to leave this one at home.  For a portable stand I like the&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Donner-DS-1-Bass-Guitar-Stand-for-Acoustic-Guitar-Travel-Guitar-Stand-Silver/dp/B015S95YNK/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Donner DS-1 Bass Guitar Stand for Acoustic Guitar,Travel Guitar Stand - Silver</a>.

I only wish there was a bit of padding where the body leans against the stand, but it's easy enough to make something to put over that spot."
800,"['https://images-na.ssl-images-amazon.com/images/I/51ODyfhzr0L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21iJRkDvqOL._SY88.jpg']","This is nominally a violin/viola stand, but due to the length and neck diameter, also works well as a mandolin stand. My Paris Swing mandolin fits nicely into the Auto Grip holder. An added bonus is that my Irish bodhran (18"" frame drum) rests comfortably on top of the Auto Grip assembly, with the bottom of the rim resting against the padded legs as does the body of a stringed instrument.

The construction and ruggedness of the Hercules stand is great, and this particular model comes with a carrying bag.

In all, a great value."
